Motion,SSIM,Brightness
0.1307,0.4631,34.36
0.0787,0.4631,34.21
0.0819,0.4631,34.13
0.0727,0.4631,34.36
0.1026,0.4631,34.81
0.0844,0.4683,34.83
0.1144,0.4683,34.28
0.0691,0.4683,34.16
0.0123,0.4683,34.19
0.1194,0.4683,34.05
0.1098,0.4683,34.31
0.0476,0.4645,34.4
0.1011,0.4645,35.71
0.1317,0.4645,36.03
0.1944,0.4645,59.19
0.1413,0.4645,87.79
0.0443,0.4645,82.8
0.28,0.5692,44.17
0.2473,0.5692,34.47
0.1352,0.5692,26.7
0.0887,0.5692,25.83
0.0922,0.5692,23.79
0.1135,0.5692,24.2
0.0922,0.4277,20.64
0.0732,0.4277,17.42
0.0559,0.4277,25.47
0.2316,0.4277,56.81
0.3257,0.4277,49.9
0.2828,0.4277,52.43
0.3394,0.5973,48.69
0.2564,0.5973,48.3
0.2545,0.5973,48.48
0.2988,0.5973,48.12
0.1887,0.5973,48.36
0.1482,0.5973,48.41
0.2737,0.5926,48.22
0.2666,0.5926,48.28
0.281,0.5926,46.47
0.2625,0.5926,46.39
0.232,0.5926,79.21
0.1201,0.5926,78.68
0.0955,0.7519,78.58
0.0861,0.7519,78.26
0.0922,0.7519,78.78
0.1022,0.7519,78.92
0.1062,0.7519,79.42
0.0942,0.7519,80.27
0.1421,0.7965,84.85
0.1396,0.7965,87.58
0.0896,0.7965,83.68
0.0781,0.7965,82.15
0.0977,0.7965,82.1
0.0978,0.7965,82.82
0.1249,0.8267,87.4
0.116,0.8267,90.78
0.0951,0.8267,90.82
0.0995,0.8267,90.75
0.1005,0.8267,90.75
0.0958,0.8267,90.75
0.0942,0.839,90.75
0.0757,0.839,90.76
0.0358,0.839,90.69
0.072,0.839,90.76
0.0863,0.839,90.71
0.0741,0.839,90.58
0.0945,0.8405,90.62
0.0258,0.8405,90.7
0.0831,0.8405,90.67
0.0922,0.8405,90.62
0.0924,0.8405,90.59
0.0423,0.8405,90.63
0.0828,0.8435,90.62
0.081,0.8435,90.56
0.0116,0.8435,90.58
0.026,0.8435,90.56
0.0604,0.8435,90.58
0.0515,0.8435,90.65
0.083,0.8443,90.57
0.0538,0.8443,90.59
0.0317,0.8443,90.64
0.0437,0.8443,90.6
0.0677,0.8443,90.61
0.0484,0.8443,90.64
0.0096,0.8454,90.65
0.0603,0.8454,90.65
0.0139,0.8454,90.66
0.0123,0.8454,90.66
0.0451,0.8454,90.63
0.0781,0.8454,90.64
0.0506,0.8464,90.61
0.0402,0.8464,90.59
0.0562,0.8464,90.6
0.0155,0.8464,90.61
0.0539,0.8464,90.59
0.0361,0.8464,90.57
0.0093,0.8476,90.54
0.0786,0.8476,90.03
0.0654,0.8476,87.03
0.0386,0.8476,87.62
0.0357,0.8476,87.61
0.0496,0.8476,87.23
0.066,0.8193,87.11
0.0851,0.8193,87.1
0.0946,0.8193,87.08
0.3056,0.8193,56.71
0.3146,0.8193,53.13
0.3321,0.8193,50.74
0.3173,0.6114,49.29
0.2105,0.6114,48.5
0.3028,0.6114,48.2
0.3049,0.6114,47.83
0.269,0.6114,47.3
0.264,0.6114,46.97
0.2609,0.5991,46.42
0.2413,0.5991,34.62
0.1608,0.5991,28.87
0.1435,0.5991,26.57
0.103,0.5991,25.34
0.109,0.5991,25.84
0.0977,0.4721,26.41
0.1049,0.4721,26.11
0.0722,0.4721,26.05
0.0964,0.4721,26.18
0.1186,0.4721,26.26
0.107,0.4721,26.63
0.1023,0.4682,26.54
0.1057,0.4682,26.14
0.0953,0.4682,25.87
0.1097,0.4682,26.06
0.1158,0.4682,26.25
0.1151,0.4682,26.51
0.1013,0.472,26.54
0.1135,0.472,26.86
0.0909,0.472,26.5
0.0951,0.472,26.87
0.1051,0.472,27.87
0.1203,0.472,27.37
0.1095,0.4652,25.72
0.101,0.4652,25.78
0.0982,0.4652,26.15
0.1134,0.4652,26.91
0.1136,0.4652,27.62
0.1079,0.4652,28.51
0.254,0.762,79.19
0.1246,0.762,88.76
0.0327,0.762,88.92
0.0349,0.762,89.06
0.035,0.762,88.94
0.0287,0.762,88.97
0.0187,0.8699,88.93
0.0228,0.8699,88.98
0.0138,0.8699,89.08
0.02,0.8699,89.11
0.0378,0.8699,89.06
0.0086,0.8699,89.2
0.0546,0.8461,87.17
0.2096,0.8461,67.56
0.2232,0.8461,66.53
0.2318,0.8461,55.04
0.3417,0.8461,62.75
0.2406,0.8461,68.55
0.2277,0.7293,75.64
0.2703,0.7293,46.43
0.2568,0.7293,58.91
0.304,0.7293,82.7
0.3138,0.7293,51.77
0.1764,0.7293,50.42
0.2917,0.7853,83.47
0.2942,0.7853,58.68
0.2561,0.7853,40.16
0.2701,0.7853,78.1
0.2246,0.7853,75.82
0.29,0.7853,26.07
0.1869,0.755,76.75
0.3076,0.755,46.34
0.2114,0.755,70.67
0.1979,0.755,31.68
0.1839,0.755,61.75
0.1814,0.755,49.81
0.1812,0.4965,35.62
0.2482,0.4965,73.78
0.2875,0.4965,40.6
0.3202,0.4965,81.57
0.2886,0.4965,44.23
0.1175,0.4965,41.32
0.2044,0.7478,75.59
0.1807,0.7478,38.09
0.1804,0.7478,60.94
0.19,0.7478,44.25
0.1227,0.7478,37.88
0.1847,0.7478,63.27
0.3782,0.5855,47.83
0.2778,0.5855,49.35
0.2299,0.5855,25.86
0.0578,0.5855,25.21
0.048,0.5855,24.8
0.0548,0.5855,25.13
0.0582,0.4756,24.99
0.0777,0.4756,24.66
0.0318,0.4756,24.61
0.0724,0.4756,24.67
0.0677,0.4756,24.73
0.0478,0.4756,25.05
0.0815,0.4769,24.87
0.0862,0.4769,24.61
0.0429,0.4769,24.41
0.0593,0.4769,24.06
0.0691,0.4769,23.99
0.0272,0.4769,24.08
0.056,0.4763,23.89
0.0325,0.4763,23.91
0.0688,0.4763,23.76
0.0386,0.4763,24.65
0.1834,0.4763,62.21
0.209,0.4763,74.71
0.1158,0.7174,74.08
0.1248,0.7174,72.56
0.1076,0.7174,71.97
0.0999,0.7174,72.3
0.1102,0.7174,72.03
0.0749,0.7174,71.97
0.0254,0.7014,72.01
0.0151,0.7014,71.88
0.1012,0.7014,72.1
0.0584,0.7014,72.23
0.0483,0.7014,72.05
0.0695,0.7014,72.2
0.1015,0.7048,72.41
0.0561,0.7048,72.38
0.0764,0.7048,72.01
0.1153,0.7048,72.45
0.1092,0.7048,72.86
0.1169,0.7048,73.34
0.1098,0.7222,74.33
0.1105,0.7222,74.95
0.1308,0.7222,73.03
0.2142,0.7222,58.84
0.2149,0.7222,31.85
0.116,0.7222,28.23
0.0778,0.4984,28.42
0.0883,0.4984,27.68
0.1445,0.4984,27.56
0.1461,0.4984,27.84
0.1115,0.4984,28.22
0.1347,0.4984,28.62
0.1304,0.5056,28.71
0.1138,0.5056,28.7
0.1393,0.5056,28.85
0.1445,0.5056,29.5
0.1856,0.5056,32.82
0.212,0.5056,37.3
0.1665,0.4686,34.86
0.1682,0.4686,37.62
0.0,1.0,76.93
0.1305,1.0,88.19
0.028,1.0,89.71
0.0247,1.0,89.65
0.0111,1.0,89.68
0.0139,1.0,90.1
0.0112,0.8141,90.3
0.0134,0.8141,90.13
0.0125,0.8141,90.2
0.0081,0.8141,90.33
0.0109,0.8141,90.4
0.0121,0.8141,90.41
0.0103,0.8153,89.96
0.0091,0.8153,89.93
0.0125,0.8153,89.86
0.0156,0.8153,90.01
0.0162,0.8153,90.01
0.0101,0.8153,90.01
0.0144,0.8149,90.07
0.014,0.8149,90.31
0.0161,0.8149,90.31
0.0123,0.8149,90.35
0.0129,0.8149,90.11
0.0133,0.8149,90.15
0.0129,0.8148,90.15
0.0122,0.8148,90.15
0.0145,0.8148,90.18
0.0103,0.8148,90.18
0.0152,0.8148,89.98
0.0197,0.8148,89.74
0.024,0.8149,90.11
0.0143,0.8149,90.22
0.0141,0.8149,90.24
0.01,0.8149,90.3
0.0111,0.8149,90.31
0.0101,0.8149,90.3
0.0107,0.8144,90.35
0.0092,0.8144,90.37
0.0099,0.8144,90.36
0.0123,0.8144,90.39
0.0088,0.8144,90.39
0.0086,0.8144,90.38
0.012,0.8142,90.37
0.0142,0.8142,90.26
0.0472,0.8142,86.17
0.2286,0.8142,67.41
0.1935,0.8142,85.55
0.1841,0.8142,55.45
0.2357,0.8177,80.11
0.2726,0.8177,54.0
0.2255,0.8177,41.05
0.2698,0.8177,74.01
0.2653,0.8177,32.12
0.2469,0.8177,70.24
0.2386,0.5441,36.68
0.1996,0.5441,51.57
0.1655,0.5441,50.21
0.187,0.5441,25.91
0.2279,0.5441,65.88
0.1931,0.5441,34.59
0.145,0.6526,75.8
0.1852,0.6526,68.5
0.0,1.0,87.05
0.0353,1.0,90.17
0.0272,1.0,90.44
0.0337,1.0,90.67
0.0336,1.0,90.68
0.0114,1.0,90.69
0.0159,0.9329,90.7
0.0295,0.9329,90.75
0.0264,0.9329,90.8
0.0405,0.9329,90.52
0.0338,0.9329,90.42
0.0321,0.9329,90.42
0.0402,0.9332,90.65
0.0298,0.9332,90.63
0.0147,0.9332,90.66
0.0101,0.9332,90.66
0.0068,0.9332,90.7
0.0144,0.9332,90.73
0.0074,0.9336,90.69
0.0139,0.9336,90.69
0.0112,0.9336,90.7
0.038,0.9336,90.74
0.0574,0.9336,85.0
0.2037,0.9336,33.82
0.2141,0.7491,68.51
0.1508,0.7491,69.37
0.2311,0.7491,42.4
0.2404,0.7491,82.06
0.1952,0.7491,65.83
0.3142,0.7491,35.27
0.2185,0.8138,76.61
0.1932,0.8138,64.2
0.2603,0.8138,53.07
0.1812,0.8138,55.43
0.2062,0.8138,77.86
0.2056,0.8138,31.12
0.0968,0.5201,38.62
0.2497,0.5201,79.68
0.2339,0.5201,48.29
0.2489,0.5201,43.99
0.2234,0.5201,78.66
0.1556,0.5201,80.46
0.3657,0.4991,39.41
0.1793,0.4991,57.91
0.174,0.4991,80.47
0.2073,0.4991,33.72
0.0905,0.4991,37.89
0.2011,0.4991,81.41
0.135,0.8595,80.16
0.3252,0.8595,43.58
0.2011,0.8595,57.0
0.1871,0.8595,79.97
0.2078,0.8595,38.75
0.1109,0.8595,40.66
0.2271,0.8635,81.83
0.2174,0.8635,51.63
0.2862,0.8635,37.66
0.2118,0.8635,80.03
0.1222,0.8635,87.85
0.0755,0.8635,88.78
0.0489,0.9394,88.87
0.053,0.9394,88.81
0.0593,0.9394,88.66
0.0543,0.9394,88.59
0.0484,0.9394,88.61
0.0753,0.9394,89.12
0.0651,0.9452,88.53
0.0477,0.9452,84.29
0.1816,0.9452,32.73
0.1469,0.9452,36.6
0.145,0.9452,35.76
0.1528,0.9452,25.32
0.0654,0.4592,21.57
0.0376,0.4592,24.09
0.0642,0.4592,25.04
0.091,0.4592,25.46
0.0899,0.4592,25.57
0.0926,0.4592,26.04
0.0843,0.4922,26.04
0.0782,0.4922,25.41
0.0633,0.4922,24.03
0.0726,0.4922,22.76
0.0502,0.4922,22.84
0.056,0.4922,25.31
0.1027,0.4934,27.81
0.1062,0.4934,25.74
0.0832,0.4934,21.53
0.0408,0.4934,16.84
0.0425,0.4934,18.26
0.0461,0.4934,23.32
0.0601,0.4908,25.13
0.242,0.4908,57.33
0.3613,0.4908,84.77
0.1557,0.4908,89.14
0.2141,0.4908,58.94
0.2043,0.4908,30.69
0.2714,0.8555,81.07
0.2573,0.8555,58.1
0.2166,0.8555,43.15
0.2834,0.8555,77.3
0.2825,0.8555,42.93
0.2592,0.8555,81.69
0.2101,0.7738,72.67
0.2671,0.7738,41.02
0.3027,0.7738,80.56
0.2879,0.7738,47.73
0.1671,0.7738,41.33
0.2585,0.7738,79.6
0.2596,0.6635,57.91
0.1706,0.6635,57.91
0.2603,0.6635,85.04
0.2196,0.6635,68.31
0.2149,0.6635,71.61
0.2205,0.6635,87.52
0.2291,0.5371,33.78
0.1235,0.5371,24.79
0.0868,0.5371,14.56
0.0175,0.5371,14.19
0.0187,0.5371,14.29
0.0204,0.5371,14.45
0.0332,0.4175,18.87
0.1113,0.4175,26.03
0.2005,0.4175,56.18
0.2671,0.4175,66.71
0.1666,0.4175,5.17
0.0,0.4175,5.16
0.0,0.1646,4.78
0.0,0.1646,5.57
0.0,0.1646,5.5
0.1676,0.1646,64.07
0.2605,0.1646,54.14
0.2524,0.1646,26.13
0.1455,0.4012,24.93
0.1596,0.4012,26.84
0.1484,0.4012,28.37
0.1406,0.4012,28.54
0.087,0.4012,28.55
0.0677,0.4012,28.48
0.0732,0.4295,28.52
0.0825,0.4295,28.72
0.096,0.4295,28.61
0.086,0.4295,28.61
0.1382,0.4295,28.05
0.1275,0.4295,27.8
0.1347,0.4226,27.64
0.1399,0.4226,28.04
0.2899,0.4226,81.91
0.1374,0.4226,87.49
0.0601,0.4226,88.6
0.0232,0.4226,88.64
0.0142,0.9356,88.59
0.0188,0.9356,88.5
0.0308,0.9356,88.39
0.0127,0.9356,88.62
0.0268,0.9356,88.51
0.0123,0.9356,88.48
0.0605,0.9085,86.24
0.2416,0.9085,32.01
0.2296,0.9085,84.54
0.2401,0.9085,52.23
0.1608,0.9085,43.77
0.2366,0.9085,71.83
0.2831,0.4596,32.84
0.1858,0.4596,26.29
0.0,1.0,105.76
0.0304,1.0,106.35
0.0235,1.0,106.87
0.0245,1.0,106.92
0.0227,1.0,107.21
0.0218,0.9361,107.3
0.0314,0.9361,107.21
0.0704,0.9361,110.15
0.0202,0.9361,112.78
0.0278,0.9361,113.32
0.041,0.9361,111.48
0.0463,0.9218,113.58
0.0236,0.9218,113.7
0.0187,0.9218,113.75
0.009,0.9218,113.93
0.0121,0.9218,113.94
0.0149,0.9218,114.05
0.0139,0.9222,114.08
0.0106,0.9222,114.11
0.0116,0.9222,114.1
0.0227,0.9222,113.96
0.0211,0.9222,114.01
0.0066,0.9222,113.87
0.0101,0.9222,113.75
0.0083,0.9222,113.59
0.0125,0.9222,113.3
0.0086,0.9222,113.21
0.0149,0.9222,113.14
0.0102,0.9222,112.94
0.0107,0.922,112.77
0.0112,0.922,112.64
0.0225,0.922,111.69
0.2338,0.922,70.42
0.2919,0.922,158.72
0.4153,0.922,95.63
0.3646,0.6931,90.02
0.2524,0.6931,145.36
0.2331,0.6931,116.71
0.3955,0.6931,120.13
0.505,0.6931,152.59
0.4565,0.6931,150.35
0.5514,0.5391,91.33
0.5659,0.5391,128.28
0.6385,0.5391,145.08
0.7136,0.5391,102.1
0.6258,0.5391,135.33
0.4042,0.5391,174.97
0.3259,0.6305,134.48
0.4248,0.6305,107.14
0.4853,0.6305,130.64
0.4434,0.6305,142.82
0.5365,0.6305,122.16
0.467,0.6305,95.53
0.5781,0.6435,165.1
0.504,0.6435,140.27
0.584,0.6435,130.96
0.5941,0.6435,150.61
0.4466,0.6435,147.74
0.4742,0.6435,118.16
0.3936,0.5454,107.32
0.4598,0.5454,162.95
0.469,0.5454,122.32
0.4827,0.5454,109.57
0.5458,0.5454,154.57
0.3823,0.5454,136.0
0.4965,0.5476,143.44
0.4559,0.5476,146.74
0.483,0.5476,158.17
0.4657,0.5476,130.16
0.4414,0.5476,140.53
0.444,0.5476,173.37
0.3104,0.6777,124.82
0.5299,0.6777,113.9
0.5371,0.6777,168.3
0.3991,0.6777,159.29
0.5237,0.6777,104.92
0.3487,0.6777,129.55
0.1132,0.858,109.26
0.0373,0.858,108.9
0.0408,0.858,108.57
0.0212,0.858,108.38
0.0407,0.858,108.36
0.0409,0.858,108.75
0.0414,0.8552,107.55
0.0416,0.8552,107.01
0.0481,0.8552,106.03
0.0444,0.8552,106.34
0.0306,0.8552,106.17
0.016,0.8552,105.96
0.0506,0.854,106.08
0.0459,0.854,106.02
0.0405,0.854,105.55
0.0433,0.854,104.77
0.0362,0.854,104.57
0.0413,0.854,104.07
0.0553,0.8403,102.6
0.4874,0.8403,136.9
0.8087,0.8403,130.19
0.9866,0.8403,130.26
0.9797,0.8403,130.45
0.9898,0.8403,129.8
0.9239,0.4346,129.33
0.9866,0.4346,129.19
0.9893,0.4346,129.1
0.9886,0.4346,128.7
0.9841,0.4346,128.64
0.778,0.4346,128.19
0.9436,0.4347,128.44
0.9892,0.4347,127.95
0.9855,0.4347,127.82
0.9865,0.4347,127.1
0.9852,0.4347,126.62
0.991,0.4347,126.47
0.9876,0.4465,125.88
0.984,0.4465,125.79
0.9877,0.4465,125.86
0.9897,0.4465,125.73
0.9879,0.4465,125.62
0.99,0.4465,125.41
0.985,0.4413,125.17
0.9844,0.4413,125.29
0.9803,0.4413,125.59
0.9832,0.4413,126.24
0.9875,0.4413,126.47
0.9879,0.4413,126.91
0.9906,0.4372,126.85
0.9909,0.4372,126.77
0.9892,0.4372,126.43
0.9807,0.4372,125.81
0.9836,0.4372,117.03
0.6586,0.4372,105.97
0.2669,0.8237,110.0
0.0807,0.8237,110.36
0.1281,0.8237,105.93
0.2078,0.8237,98.65
0.2579,0.8237,31.37
0.0006,0.8237,82.1
0.0081,0.6671,68.03
0.0098,0.6671,89.76
0.0048,0.6671,83.85
0.0056,0.6671,89.52
0.0878,0.6671,211.48
0.2319,0.6671,212.23
0.2045,0.5991,206.99
0.2359,0.5991,172.21
0.275,0.5991,117.09
0.1006,0.5991,108.85
0.0842,0.5991,108.81
0.0835,0.5991,108.84
0.059,0.815,109.04
0.0411,0.815,109.41
0.0354,0.815,109.36
0.0379,0.815,109.72
0.0338,0.815,109.93
0.0137,0.815,110.0
0.0886,0.8126,109.21
0.0949,0.8126,108.25
0.2345,0.8126,91.7
0.2851,0.8126,40.31
0.0002,0.8126,89.52
0.0033,0.8126,87.41
0.0045,0.6901,90.14
0.0044,0.6901,89.81
0.0049,0.6901,91.87
0.0035,0.6901,91.13
0.0019,0.6901,92.19
0.0009,0.6901,91.18
0.0006,0.6905,86.17
0.411,0.6905,205.09
0.2673,0.6905,213.05
0.2431,0.6905,186.77
0.2397,0.6905,139.24
0.1913,0.6905,103.71
0.1142,0.7525,104.55
0.1198,0.7525,103.77
0.1199,0.7525,103.35
0.0671,0.7525,102.83
0.0956,0.7525,103.6
0.1187,0.7525,103.18
0.1238,0.7489,104.38
0.487,0.7489,123.03
0.8401,0.7489,130.69
0.9931,0.7489,130.89
0.9921,0.7489,130.62
0.9922,0.7489,130.71
0.9905,0.4259,130.64
0.9884,0.4259,129.61
0.9584,0.4259,129.59
0.9944,0.4259,130.05
0.9945,0.4259,130.33
0.996,0.4259,130.05
0.9949,0.4041,130.86
0.9942,0.4041,130.65
0.9964,0.4041,130.45
0.9938,0.4041,131.11
0.9943,0.4041,131.31
0.9937,0.4041,131.18
0.9851,0.3965,131.78
0.9977,0.3965,131.74
0.9739,0.3965,132.2
0.9967,0.3965,132.81
0.998,0.3965,133.06
0.8899,0.3965,132.61
0.9897,0.3971,133.18
0.9282,0.3971,133.29
0.9947,0.3971,130.57
0.8149,0.3971,77.97
0.4927,0.3971,105.95
0.1111,0.3971,106.47
0.1005,0.7699,106.31
0.1072,0.7699,106.03
0.1059,0.7699,105.5
0.107,0.7699,105.13
0.077,0.7699,105.52
0.085,0.7699,105.72
0.0557,0.7657,105.9
0.1109,0.7657,106.5
0.0845,0.7657,106.3
0.1807,0.7657,99.41
0.2641,0.7657,53.09
0.0015,0.7657,80.39
0.008,0.6784,79.26
0.0107,0.6784,81.51
0.0135,0.6784,81.81
0.0132,0.6784,84.78
0.007,0.6784,81.85
0.011,0.6784,81.28
0.0105,0.6262,184.29
0.1867,0.6262,141.54
0.5335,0.6262,149.83
0.7121,0.6262,109.37
0.0,1.0,178.58
0.2253,1.0,156.71
0.1166,1.0,119.1
0.0296,1.0,119.2
0.0346,1.0,119.26
0.0193,0.6892,119.48
0.0257,0.6892,119.74
0.0203,0.6892,120.01
0.0244,0.6892,120.26
0.0258,0.6892,120.44
0.0316,0.6892,120.53
0.0175,0.6919,120.72
0.0177,0.6919,120.99
0.0251,0.6919,121.28
0.0195,0.6919,121.63
0.0218,0.6919,121.93
0.0224,0.6919,122.18
0.0251,0.6953,122.36
0.0201,0.6953,122.66
0.0202,0.6953,122.91
0.0215,0.6953,123.17
0.0144,0.6953,123.51
0.0147,0.6953,123.76
0.0234,0.6991,124.06
0.0247,0.6991,124.3
0.0251,0.6991,124.71
0.0218,0.6991,124.92
0.0247,0.6991,125.13
0.0217,0.6991,125.3
0.0232,0.7023,125.75
0.0232,0.7023,125.82
0.0219,0.7023,126.0
0.0162,0.7023,126.24
0.0224,0.7023,126.45
0.0195,0.7023,126.66
0.0244,0.7045,126.88
0.0164,0.7045,127.13
0.0319,0.7045,117.71
0.0218,0.7045,117.85
0.0192,0.7045,118.1
0.0211,0.7045,118.28
0.0222,0.6854,118.42
0.0183,0.6854,118.46
0.0215,0.6854,118.67
0.0198,0.6854,118.85
0.0242,0.6854,118.89
0.0234,0.6854,119.03
0.0207,0.6883,119.18
0.0208,0.6883,119.44
0.0201,0.6883,119.52
0.0201,0.6883,119.5
0.0239,0.6883,119.54
0.0213,0.6883,119.67
0.0276,0.6905,119.65
0.0209,0.6905,119.68
0.0314,0.6905,118.13
0.1945,0.6905,62.83
0.2648,0.6905,155.57
0.4049,0.6905,92.54
0.5008,0.6367,111.22
0.5925,0.6367,160.58
0.4773,0.6367,112.57
0.3739,0.6367,126.43
0.4516,0.6367,155.8
0.5184,0.6367,112.41
0.4682,0.7029,119.71
0.4502,0.7029,155.82
0.3988,0.7029,136.17
0.5664,0.7029,97.85
0.5156,0.7029,153.65
0.4147,0.7029,132.05
0.4776,0.6812,120.33
0.4695,0.6812,115.94
0.5878,0.6812,150.17
0.5165,0.6812,87.85
0.4646,0.6812,92.01
0.4874,0.6812,149.0
0.4058,0.5465,110.26
0.4964,0.5465,123.13
0.6147,0.5465,140.25
0.4687,0.5465,129.19
0.6116,0.5465,92.78
0.541,0.5465,93.3
0.5684,0.63,142.89
0.477,0.63,90.74
0.4118,0.63,96.68
0.5484,0.63,159.87
0.5367,0.63,110.02
0.5279,0.63,112.89
0.5065,0.5825,129.82
0.4386,0.5825,154.94
0.477,0.5825,94.15
0.3731,0.5825,84.82
0.4635,0.5825,158.31
0.3907,0.5825,112.97
0.4895,0.6588,117.29
0.4925,0.6588,146.69
0.3615,0.6588,138.43
0.4239,0.6588,114.56
0.4245,0.6588,115.03
0.5282,0.6588,154.05
0.4957,0.5252,109.88
0.4712,0.5252,119.68
0.3963,0.5252,170.35
0.3708,0.5252,107.04
0.429,0.5252,138.58
0.3526,0.5252,164.03
0.4247,0.5658,151.13
0.6321,0.5658,99.19
0.6465,0.5658,115.33
0.5626,0.5658,137.02
0.5355,0.5658,115.99
0.427,0.5658,116.09
0.4745,0.6895,159.41
0.517,0.6895,101.73
0.4773,0.6895,126.6
0.3776,0.6895,169.48
0.3609,0.6895,132.93
0.4848,0.6895,124.65
0.4273,0.5884,147.82
0.4884,0.5884,144.5
0.602,0.5884,123.51
0.4372,0.5884,110.87
0.5403,0.5884,165.3
0.5353,0.5884,103.46
0.5,0.683,120.33
0.5033,0.683,156.1
0.4848,0.683,112.98
0.476,0.683,128.73
0.5531,0.683,150.98
0.5411,0.683,159.89
0.5181,0.712,130.17
0.4906,0.712,134.42
0.5228,0.712,136.17
0.4418,0.712,103.59
0.4942,0.712,105.79
0.5661,0.712,150.15
0.4549,0.5124,104.94
0.4891,0.5124,127.26
0.5469,0.5124,159.46
0.4952,0.5124,114.41
0.4787,0.5124,128.96
0.5512,0.5124,147.39
0.506,0.5735,129.57
0.4149,0.5735,125.14
0.2014,0.5735,126.55
0.0551,0.5735,118.14
0.0329,0.5735,118.17
0.0365,0.5735,118.8
0.0373,0.7153,119.05
0.0335,0.7153,119.25
0.0236,0.7153,119.22
0.0307,0.7153,119.46
0.0316,0.7153,119.67
0.0405,0.7153,119.22
0.0373,0.7165,119.31
